run_label,policy,num_robots,wall_s,makespan_s,completed,throughput_per_min,latency_mean_s,latency_p50_s,latency_p95_s,utilisation_mean,distance_total_m,traffic_rejected,traffic_expired,min_robot_distance_m,near_miss_events,charging_events,reassignments,min_robot_gap_m,overlap_events,dup_target_ticks,dup_target_events
hungarian_s1,hungarian,4,119.4,116.3,22,11.055,19.175,17.158,31.542,0.947,243.52,0,0,1.206,0,0,0,0.5,0,0,0
